index,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Duration,Total_Stops,Price,departure,arival
680,IndiGo,2019-01-05,Kolkata,Banglore,"CCU → MAA → BLR",8:10,290,"1 stop",5069,"2019-01-05 08:10:00","2019-01-05 13:00:00"
681,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",21:10,775,"1 stop",14781,"2019-01-05 21:10:00","2019-01-06 10:05:00"
682,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",8:25,1495,"1 stop",14388,"2019-01-05 08:25:00","2019-01-06 09:20:00"
683,IndiGo,2019-01-05,Banglore,Delhi,"BLR → DEL",23:30,170,non-stop,4591,"2019-01-05 23:30:00","2019-01-06 02:20:00"
684,Vistara,2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",7:10,700,"1 stop",9345,"2019-01-05 07:10:00","2019-01-05 18:50:00"
685,IndiGo,2019-01-05,Kolkata,Banglore,"CCU → HYD → BLR",19:20,265,"1 stop",3809,"2019-01-05 19:20:00","2019-01-05 23:45:00"
686,Vistara,2019-01-05,Chennai,Kolkata,"MAA → CCU",7:05,135,non-stop,3687,"2019-01-05 07:05:00","2019-01-05 09:20:00"
687,Vistara,2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",7:10,1655,"1 stop",9187,"2019-01-05 07:10:00","2019-01-06 10:45:00"
688,IndiGo,2019-01-05,Banglore,Delhi,"BLR → DEL",7:10,175,non-stop,4823,"2019-01-05 07:10:00","2019-01-05 10:05:00"
689,Vistara,2019-01-05,Chennai,Kolkata,"MAA → CCU",17:45,140,non-stop,11982,"2019-01-05 17:45:00","2019-01-05 20:05:00"
690,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",6:30,330,"1 stop",14388,"2019-01-05 06:30:00","2019-01-05 12:00:00"
691,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,1500,"1 stop",9314,"2019-01-05 17:00:00","2019-01-06 18:00:00"
692,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",18:55,800,"1 stop",8586,"2019-01-05 18:55:00","2019-01-06 08:15:00"
693,"Air India",2019-01-05,Kolkata,Banglore,"CCU → DEL → COK → BLR",10:00,1665,"2 stops",15164,"2019-01-05 10:00:00","2019-01-06 13:45:00"
694,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",20:25,1295,"1 stop",9314,"2019-01-05 20:25:00","2019-01-06 18:00:00"
695,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",20:00,520,"1 stop",13941,"2019-01-05 20:00:00","2019-01-06 04:40:00"
696,"Air India",2019-01-05,Kolkata,Banglore,"CCU → BOM → COK → BLR",9:25,1700,"2 stops",16372,"2019-01-05 09:25:00","2019-01-06 13:45:00"
697,SpiceJet,2019-01-05,Banglore,Delhi,"BLR → DEL",21:10,175,non-stop,4991,"2019-01-05 21:10:00","2019-01-06 00:05:00"
698,SpiceJet,2019-01-05,Chennai,Kolkata,"MAA → CCU",8:20,135,non-stop,3543,"2019-01-05 08:20:00","2019-01-05 10:35:00"
699,Vistara,2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",20:20,1440,"1 stop",8610,"2019-01-05 20:20:00","2019-01-06 20:20:00"
700,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",14:05,1315,"1 stop",9663,"2019-01-05 14:05:00","2019-01-06 12:00:00"
701,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",6:30,705,"1 stop",14781,"2019-01-05 06:30:00","2019-01-05 18:15:00"
702,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,1570,"1 stop",11467,"2019-01-05 17:00:00","2019-01-06 19:10:00"
703,"Jet Airways",2019-01-05,Banglore,Delhi,"BLR → DEL",7:10,180,non-stop,7229,"2019-01-05 07:10:00","2019-01-05 10:10:00"
704,IndiGo,2019-01-05,Banglore,Delhi,"BLR → DEL",4:00,170,non-stop,3943,"2019-01-05 04:00:00","2019-01-05 06:50:00"
705,"Air India",2019-01-05,Kolkata,Banglore,"CCU → BLR",14:15,150,non-stop,6245,"2019-01-05 14:15:00","2019-01-05 16:45:00"
706,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",18:55,1025,"1 stop",9663,"2019-01-05 18:55:00","2019-01-06 12:00:00"
707,SpiceJet,2019-01-05,Banglore,Delhi,"BLR → DEL",9:30,170,non-stop,4423,"2019-01-05 09:30:00","2019-01-05 12:20:00"
708,"Multiple carriers",2019-01-05,Delhi,Cochin,"DEL → BOM → COK",7:30,690,"1 stop",9794,"2019-01-05 07:30:00","2019-01-05 19:00:00"
709,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",9:35,575,"1 stop",11467,"2019-01-05 09:35:00","2019-01-05 19:10:00"
710,"Jet Airways",2019-01-05,Banglore,Delhi,"BLR → DEL",6:00,165,non-stop,4030,"2019-01-05 06:00:00","2019-01-05 08:45:00"
711,Vistara,2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",20:20,1625,"1 stop",8085,"2019-01-05 20:20:00","2019-01-06 23:25:00"
712,IndiGo,2019-01-05,Kolkata,Banglore,"CCU → BBI → BLR",7:10,330,"1 stop",6111,"2019-01-05 07:10:00","2019-01-05 12:40:00"
713,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",6:30,705,"1 stop",10844,"2019-01-05 06:30:00","2019-01-05 18:15:00"
714,"Air India",2019-01-05,Mumbai,Hyderabad,"BOM → HYD",13:55,90,non-stop,3625,"2019-01-05 13:55:00","2019-01-05 15:25:00"
715,"Air India",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",9:25,1350,"1 stop",8366,"2019-01-05 09:25:00","2019-01-06 07:55:00"
716,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",9:35,1450,"1 stop",9314,"2019-01-05 09:35:00","2019-01-06 09:45:00"
717,"Air Asia",2019-01-05,Kolkata,Banglore,"CCU → BLR",19:55,150,non-stop,5989,"2019-01-05 19:55:00","2019-01-05 22:25:00"
718,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",20:25,1365,"1 stop",11467,"2019-01-05 20:25:00","2019-01-06 19:10:00"
719,"Air India",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",16:50,905,"1 stop",8366,"2019-01-05 16:50:00","2019-01-06 07:55:00"
720,GoAir,2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",23:30,495,"1 stop",6686,"2019-01-05 23:30:00","2019-01-06 07:45:00"
721,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,1005,"1 stop",11467,"2019-01-05 17:00:00","2019-01-06 09:45:00"
722,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",17:00,1570,"1 stop",9314,"2019-01-05 17:00:00","2019-01-06 19:10:00"
723,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",14:05,1155,"1 stop",9663,"2019-01-05 14:05:00","2019-01-06 09:20:00"
724,SpiceJet,2019-01-05,Mumbai,Hyderabad,"BOM → HYD",5:45,90,non-stop,2017,"2019-01-05 05:45:00","2019-01-05 07:15:00"
725,Vistara,2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",7:10,930,"1 stop",8452,"2019-01-05 07:10:00","2019-01-05 22:40:00"
726,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → BOM → BLR",16:30,945,"1 stop",8586,"2019-01-05 16:30:00","2019-01-06 08:15:00"
727,SpiceJet,2019-01-05,Kolkata,Banglore,"CCU → IXB → BLR",15:55,330,"1 stop",8844,"2019-01-05 15:55:00","2019-01-05 21:25:00"
728,IndiGo,2019-01-05,Mumbai,Hyderabad,"BOM → HYD",16:55,90,non-stop,3175,"2019-01-05 16:55:00","2019-01-05 18:25:00"
729,"Jet Airways",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",20:25,1080,"1 stop",9314,"2019-01-05 20:25:00","2019-01-06 14:25:00"
730,"Air Asia",2019-01-05,Kolkata,Banglore,"CCU → DEL → BLR",22:40,720,"1 stop",5192,"2019-01-05 22:40:00","2019-01-06 10:40:00"
731,"Air India",2019-01-05,Kolkata,Banglore,"CCU → BOM → COK → BLR",9:25,1700,"2 stops",15532,"2019-01-05 09:25:00","2019-01-06 13:45:00"
732,"Air India",2019-01-05,Kolkata,Banglore,"CCU → DEL → COK → BLR",10:00,1665,"2 stops",15164,"2019-01-05 10:00:00","2019-01-06 13:45:00"
733,"Air Asia",2019-01-06,Delhi,Cochin,"DEL → BLR → COK",16:45,340,"1 stop",11410,"2019-01-06 16:45:00","2019-01-06 22:25:00"
734,IndiGo,2019-01-06,Kolkata,Banglore,"CCU → BLR",14:25,150,non-stop,6064,"2019-01-06 14:25:00","2019-01-06 16:55:00"
735,"Air Asia",2019-01-06,Delhi,Cochin,"DEL → BLR → COK",20:45,625,"1 stop",11410,"2019-01-06 20:45:00","2019-01-07 07:10:00"
736,"Jet Airways",2019-01-06,Banglore,Delhi,"BLR → DEL",7:10,180,non-stop,8016,"2019-01-06 07:10:00","2019-01-06 10:10:00"
737,IndiGo,2019-01-06,Delhi,Cochin,"DEL → BOM → COK",4:55,965,"1 stop",6314,"2019-01-06 04:55:00","2019-01-06 21:00:00"
738,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",20:55,940,"1 stop",10262,"2019-01-06 20:55:00","2019-01-07 12:35:00"
739,SpiceJet,2019-01-06,Kolkata,Banglore,"CCU → BLR",6:55,155,non-stop,3873,"2019-01-06 06:55:00","2019-01-06 09:30:00"
740,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",19:15,1425,"1 stop",14714,"2019-01-06 19:15:00","2019-01-07 19:00:00"
741,"Air Asia",2019-01-06,Delhi,Cochin,"DEL → BLR → COK",16:45,865,"1 stop",11410,"2019-01-06 16:45:00","2019-01-07 07:10:00"
742,IndiGo,2019-01-06,Delhi,Cochin,"DEL → BOM → COK",20:25,305,"1 stop",6593,"2019-01-06 20:25:00","2019-01-07 01:30:00"
743,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",15:00,1295,"1 stop",10262,"2019-01-06 15:00:00","2019-01-07 12:35:00"
744,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",4:55,860,"1 stop",8835,"2019-01-06 04:55:00","2019-01-06 19:15:00"
745,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",3:50,525,"1 stop",12192,"2019-01-06 03:50:00","2019-01-06 12:35:00"
746,"Jet Airways",2019-01-06,Banglore,Delhi,"BLR → DEL",18:55,185,non-stop,8016,"2019-01-06 18:55:00","2019-01-06 22:00:00"
747,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",17:30,480,"1 stop",13377,"2019-01-06 17:30:00","2019-01-07 01:30:00"
748,"Jet Airways",2019-01-06,Banglore,Delhi,"BLR → DEL",6:00,165,non-stop,7229,"2019-01-06 06:00:00","2019-01-06 08:45:00"
749,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",11:25,455,"1 stop",11200,"2019-01-06 11:25:00","2019-01-06 19:00:00"
750,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",10:35,505,"1 stop",11200,"2019-01-06 10:35:00","2019-01-06 19:00:00"
751,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",8:00,660,"1 stop",10262,"2019-01-06 08:00:00","2019-01-06 19:00:00"
752,SpiceJet,2019-01-06,Chennai,Kolkata,"MAA → CCU",8:20,135,non-stop,3543,"2019-01-06 08:20:00","2019-01-06 10:35:00"
753,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",13:00,480,"1 stop",13587,"2019-01-06 13:00:00","2019-01-06 21:00:00"
754,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",8:45,735,"1 stop",7740,"2019-01-06 08:45:00","2019-01-06 21:00:00"
755,"Jet Airways",2019-01-06,Banglore,Delhi,"BLR → DEL",19:50,180,non-stop,8016,"2019-01-06 19:50:00","2019-01-06 22:50:00"
756,"Air India",2019-01-06,Delhi,Cochin,"DEL → AMD → BOM → COK",19:45,1410,"2 stops",10651,"2019-01-06 19:45:00","2019-01-07 19:15:00"
757,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",11:40,440,"1 stop",12524,"2019-01-06 11:40:00","2019-01-06 19:00:00"
758,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",9:15,585,"1 stop",12042,"2019-01-06 09:15:00","2019-01-06 19:00:00"
759,IndiGo,2019-01-06,Chennai,Kolkata,"MAA → CCU",5:15,145,non-stop,3540,"2019-01-06 05:15:00","2019-01-06 07:40:00"
760,"Air India",2019-01-06,Mumbai,Hyderabad,"BOM → HYD",13:55,90,non-stop,3625,"2019-01-06 13:55:00","2019-01-06 15:25:00"
761,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → IDR → BOM → COK",15:05,625,"2 stops",18275,"2019-01-06 15:05:00","2019-01-07 01:30:00"
762,IndiGo,2019-01-06,Delhi,Cochin,"DEL → BOM → COK",9:15,705,"1 stop",7258,"2019-01-06 09:15:00","2019-01-06 21:00:00"
763,"Air India",2019-01-06,Mumbai,Hyderabad,"BOM → HYD",6:20,80,non-stop,3100,"2019-01-06 06:20:00","2019-01-06 07:40:00"
764,IndiGo,2019-01-06,Kolkata,Banglore,"CCU → BLR",9:35,155,non-stop,4804,"2019-01-06 09:35:00","2019-01-06 12:10:00"
765,IndiGo,2019-01-06,Mumbai,Hyderabad,"BOM → HYD",2:35,90,non-stop,3175,"2019-01-06 02:35:00","2019-01-06 04:05:00"
766,"Air India",2019-01-06,Delhi,Cochin,"DEL → JAI → BOM → COK",12:00,1180,"2 stops",10966,"2019-01-06 12:00:00","2019-01-07 07:40:00"
767,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",8:00,660,"1 stop",12192,"2019-01-06 08:00:00","2019-01-06 19:00:00"
768,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → JAI → BOM → COK",5:30,810,"2 stops",10368,"2019-01-06 05:30:00","2019-01-06 19:00:00"
769,"Air India",2019-01-06,Delhi,Cochin,"DEL → HYD → BOM → COK",17:15,1560,"2 stops",12970,"2019-01-06 17:15:00","2019-01-07 19:15:00"
770,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → IDR → BOM → COK",9:35,1130,"2 stops",13292,"2019-01-06 09:35:00","2019-01-07 04:25:00"
771,"Air Asia",2019-01-06,Delhi,Cochin,"DEL → BLR → COK",7:55,870,"1 stop",8759,"2019-01-06 07:55:00","2019-01-06 22:25:00"
772,"Air India",2019-01-06,Delhi,Cochin,"DEL → GOI → BOM → COK",22:00,1275,"2 stops",10861,"2019-01-06 22:00:00","2019-01-07 19:15:00"
773,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",22:50,1210,"1 stop",14714,"2019-01-06 22:50:00","2019-01-07 19:00:00"
774,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",7:30,690,"1 stop",11200,"2019-01-06 07:30:00","2019-01-06 19:00:00"
775,IndiGo,2019-01-06,Banglore,Delhi,"BLR → DEL",6:05,165,non-stop,3943,"2019-01-06 06:05:00","2019-01-06 08:50:00"
776,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",14:00,300,"1 stop",14714,"2019-01-06 14:00:00","2019-01-06 19:00:00"
777,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",9:15,600,"1 stop",9779,"2019-01-06 09:15:00","2019-01-06 19:15:00"
778,SpiceJet,2019-01-06,Banglore,Delhi,"BLR → DEL",9:30,170,non-stop,3971,"2019-01-06 09:30:00","2019-01-06 12:20:00"
779,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",10:00,540,"1 stop",14714,"2019-01-06 10:00:00","2019-01-06 19:00:00"
780,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",14:00,865,"1 stop",10262,"2019-01-06 14:00:00","2019-01-07 04:25:00"
781,IndiGo,2019-01-06,Kolkata,Banglore,"CCU → BLR",21:25,160,non-stop,4804,"2019-01-06 21:25:00","2019-01-07 00:05:00"
782,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",19:15,1040,"1 stop",10262,"2019-01-06 19:15:00","2019-01-07 12:35:00"
783,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → JAI → BOM → COK",19:30,1025,"2 stops",13014,"2019-01-06 19:30:00","2019-01-07 12:35:00"
784,"Jet Airways",2019-01-06,Mumbai,Hyderabad,"BOM → HYD",2:55,85,non-stop,5678,"2019-01-06 02:55:00","2019-01-06 04:20:00"
785,IndiGo,2019-01-06,Banglore,Delhi,"BLR → DEL",4:00,170,non-stop,3943,"2019-01-06 04:00:00","2019-01-06 06:50:00"
786,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → IDR → BOM → COK",9:35,1620,"2 stops",13292,"2019-01-06 09:35:00","2019-01-07 12:35:00"
787,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",10:00,930,"1 stop",7198,"2019-01-06 10:00:00","2019-01-07 01:30:00"
788,GoAir,2019-01-06,Banglore,Delhi,"BLR → DEL",20:55,165,non-stop,3898,"2019-01-06 20:55:00","2019-01-06 23:40:00"
789,IndiGo,2019-01-06,Delhi,Cochin,"DEL → HYD → COK",11:55,635,"1 stop",6674,"2019-01-06 11:55:00","2019-01-06 22:30:00"
790,"Air Asia",2019-01-06,Kolkata,Banglore,"CCU → BLR",10:20,155,non-stop,4409,"2019-01-06 10:20:00","2019-01-06 12:55:00"
791,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",6:40,740,"1 stop",11200,"2019-01-06 06:40:00","2019-01-06 19:00:00"
792,IndiGo,2019-01-06,Delhi,Cochin,"DEL → PNQ → COK",23:30,305,"1 stop",10112,"2019-01-06 23:30:00","2019-01-07 04:35:00"
793,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",17:30,655,"1 stop",14714,"2019-01-06 17:30:00","2019-01-07 04:25:00"
794,"Air India",2019-01-06,Delhi,Cochin,"DEL → GOI → BOM → COK",22:00,1275,"2 stops",10441,"2019-01-06 22:00:00","2019-01-07 19:15:00"
795,"Air India",2019-01-06,Delhi,Cochin,"DEL → BLR → COK",17:40,320,"1 stop",7384,"2019-01-06 17:40:00","2019-01-06 23:00:00"
796,Vistara,2019-01-06,Chennai,Kolkata,"MAA → CCU",7:05,135,non-stop,3687,"2019-01-06 07:05:00","2019-01-06 09:20:00"
797,IndiGo,2019-01-06,Mumbai,Hyderabad,"BOM → HYD",9:15,90,non-stop,4049,"2019-01-06 09:15:00","2019-01-06 10:45:00"
798,IndiGo,2019-01-06,Delhi,Cochin,"DEL → BOM → COK",17:10,500,"1 stop",6628,"2019-01-06 17:10:00","2019-01-07 01:30:00"
799,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BDQ → BOM → COK",18:25,1090,"2 stops",14237,"2019-01-06 18:25:00","2019-01-07 12:35:00"
800,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",22:50,335,"1 stop",10262,"2019-01-06 22:50:00","2019-01-07 04:25:00"
801,"Air India",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",9:00,615,"1 stop",10454,"2019-01-06 09:00:00","2019-01-06 19:15:00"
802,"Jet Airways",2019-01-06,Mumbai,Hyderabad,"BOM → HYD",7:05,85,non-stop,4050,"2019-01-06 07:05:00","2019-01-06 08:30:00"
803,IndiGo,2019-01-06,Delhi,Cochin,"DEL → BOM → COK",8:30,750,"1 stop",6416,"2019-01-06 08:30:00","2019-01-06 21:00:00"
804,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",18:15,1485,"1 stop",14714,"2019-01-06 18:15:00","2019-01-07 19:00:00"
805,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",9:00,600,"1 stop",14714,"2019-01-06 09:00:00","2019-01-06 19:00:00"
806,IndiGo,2019-01-06,Delhi,Cochin,"DEL → COK",5:35,195,non-stop,6541,"2019-01-06 05:35:00","2019-01-06 08:50:00"
807,IndiGo,2019-01-06,Delhi,Cochin,"DEL → BOM → COK",16:00,300,"1 stop",6593,"2019-01-06 16:00:00","2019-01-06 21:00:00"
808,"Air India",2019-01-06,Kolkata,Banglore,"CCU → BLR",20:45,155,non-stop,4145,"2019-01-06 20:45:00","2019-01-06 23:20:00"
809,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",13:00,360,"1 stop",14714,"2019-01-06 13:00:00","2019-01-06 19:00:00"
810,"Air India",2019-01-06,Delhi,Cochin,"DEL → MAA → COK",20:40,765,"1 stop",7480,"2019-01-06 20:40:00","2019-01-07 09:25:00"
811,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",11:40,455,"1 stop",10261,"2019-01-06 11:40:00","2019-01-06 19:15:00"
812,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",2:15,620,"1 stop",14714,"2019-01-06 02:15:00","2019-01-06 12:35:00"
813,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",13:00,360,"1 stop",10262,"2019-01-06 13:00:00","2019-01-06 19:00:00"
814,IndiGo,2019-01-06,Delhi,Cochin,"DEL → HYD → COK",6:50,560,"1 stop",6442,"2019-01-06 06:50:00","2019-01-06 16:10:00"
815,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → HYD → COK",14:55,455,"1 stop",7038,"2019-01-06 14:55:00","2019-01-06 22:30:00"
816,SpiceJet,2019-01-06,Kolkata,Banglore,"CCU → BLR",14:55,150,non-stop,3841,"2019-01-06 14:55:00","2019-01-06 17:25:00"
817,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → ATQ → BOM → COK",20:00,505,"2 stops",16263,"2019-01-06 20:00:00","2019-01-07 04:25:00"
818,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → HYD → COK",7:10,540,"1 stop",7038,"2019-01-06 07:10:00","2019-01-06 16:10:00"
819,"Air India",2019-01-06,Delhi,Cochin,"DEL → TRV → COK",5:15,1535,"1 stop",7480,"2019-01-06 05:15:00","2019-01-07 06:50:00"
820,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",20:55,450,"1 stop",10262,"2019-01-06 20:55:00","2019-01-07 04:25:00"
821,"Air India",2019-01-06,Delhi,Cochin,"DEL → HYD → BOM → COK",17:15,865,"2 stops",14667,"2019-01-06 17:15:00","2019-01-07 07:40:00"
822,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",11:30,465,"1 stop",16108,"2019-01-06 11:30:00","2019-01-06 19:15:00"
823,"Air India",2019-01-06,Banglore,Delhi,"BLR → DEL",17:00,165,non-stop,7171,"2019-01-06 17:00:00","2019-01-06 19:45:00"
824,"Air India",2019-01-06,Delhi,Cochin,"DEL → CCU → BOM → COK",14:25,1730,"2 stops",13591,"2019-01-06 14:25:00","2019-01-07 19:15:00"
825,IndiGo,2019-01-06,Banglore,Delhi,"BLR → DEL",10:10,170,non-stop,3943,"2019-01-06 10:10:00","2019-01-06 13:00:00"
826,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",8:00,780,"1 stop",13587,"2019-01-06 08:00:00","2019-01-06 21:00:00"
827,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → NAG → BOM → COK",6:45,1300,"2 stops",10919,"2019-01-06 06:45:00","2019-01-07 04:25:00"
828,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",2:15,1570,"1 stop",10262,"2019-01-06 02:15:00","2019-01-07 04:25:00"
829,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",14:00,300,"1 stop",10262,"2019-01-06 14:00:00","2019-01-06 19:00:00"
830,"Jet Airways",2019-01-06,Banglore,Delhi,"BLR → DEL",11:10,175,non-stop,7229,"2019-01-06 11:10:00","2019-01-06 14:05:00"
831,IndiGo,2019-01-06,Delhi,Cochin,"DEL → BOM → COK",15:00,630,"1 stop",6628,"2019-01-06 15:00:00","2019-01-07 01:30:00"
832,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → JAI → BOM → COK",19:30,1025,"2 stops",10368,"2019-01-06 19:30:00","2019-01-07 12:35:00"
833,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → NAG → BOM → COK",14:35,1320,"2 stops",13376,"2019-01-06 14:35:00","2019-01-07 12:35:00"
834,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BHO → BOM → COK",5:30,425,"2 stops",13344,"2019-01-06 05:30:00","2019-01-06 12:35:00"
835,SpiceJet,2019-01-06,Chennai,Kolkata,"MAA → CCU",17:45,140,non-stop,3543,"2019-01-06 17:45:00","2019-01-06 20:05:00"
836,"Jet Airways",2019-01-06,Mumbai,Hyderabad,"BOM → HYD",19:35,90,non-stop,3210,"2019-01-06 19:35:00","2019-01-06 21:05:00"
837,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",18:15,435,"1 stop",13377,"2019-01-06 18:15:00","2019-01-07 01:30:00"
838,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",13:00,750,"1 stop",13377,"2019-01-06 13:00:00","2019-01-07 01:30:00"
839,SpiceJet,2019-01-06,Banglore,Delhi,"BLR → DEL",21:10,175,non-stop,3573,"2019-01-06 21:10:00","2019-01-07 00:05:00"
840,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",17:30,1530,"1 stop",10262,"2019-01-06 17:30:00","2019-01-07 19:00:00"
841,"Air India",2019-01-06,Delhi,Cochin,"DEL → MAA → COK",12:30,1255,"1 stop",7480,"2019-01-06 12:30:00","2019-01-07 09:25:00"
842,IndiGo,2019-01-06,Mumbai,Hyderabad,"BOM → HYD",16:55,90,non-stop,3175,"2019-01-06 16:55:00","2019-01-06 18:25:00"
843,SpiceJet,2019-01-06,Delhi,Cochin,"DEL → MAA → COK",6:05,315,"1 stop",5583,"2019-01-06 06:05:00","2019-01-06 11:20:00"
844,IndiGo,2019-01-06,Mumbai,Hyderabad,"BOM → HYD",21:20,90,non-stop,2227,"2019-01-06 21:20:00","2019-01-06 22:50:00"
845,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → NAG → BOM → COK",6:45,1300,"2 stops",10919,"2019-01-06 06:45:00","2019-01-07 04:25:00"
846,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",21:50,395,"1 stop",10262,"2019-01-06 21:50:00","2019-01-07 04:25:00"
847,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",19:45,1010,"1 stop",10262,"2019-01-06 19:45:00","2019-01-07 12:35:00"
848,"Jet Airways",2019-01-06,Delhi,Cochin,"DEL → NAG → BOM → COK",14:35,1320,"2 stops",10919,"2019-01-06 14:35:00","2019-01-07 12:35:00"
849,"Multiple carriers",2019-01-06,Delhi,Cochin,"DEL → BOM → COK",10:00,930,"1 stop",13377,"2019-01-06 10:00:00","2019-01-07 01:30:00"
850,SpiceJet,2019-01-06,Banglore,Delhi,"BLR → DEL",5:55,160,non-stop,3625,"2019-01-06 05:55:00","2019-01-06 08:35:00"
